row_id,page_group,label,target,split
137,page_01,non_content,0.0,val
138,page_01,non_content,0.0,val
139,page_01,non_content,0.0,val
140,page_01,non_content,0.0,val
141,page_01,non_content,0.0,val
142,page_01,non_content,0.0,val
143,page_02,non_content,0.0,test
144,page_02,non_content,0.0,test
145,page_02,non_content,0.0,test
146,page_02,non_content,0.0,test
147,page_02,non_content,0.0,test
148,page_02,non_content,0.0,test
149,page_02,non_content,0.0,test
150,page_02,non_content,0.0,test
151,page_02,non_content,0.0,test
152,page_02,non_content,0.0,test
153,page_02,content,1.0,test
154,page_02,content,1.0,test
155,page_02,content,1.0,test
156,page_02,content,1.0,test
157,page_02,content,1.0,test
158,page_02,content,1.0,test
159,page_02,non_content,0.0,test
160,page_02,content,1.0,test
161,page_02,content,1.0,test
162,page_02,content,1.0,test
163,page_02,content,1.0,test
164,page_02,content,1.0,test
165,page_02,content,1.0,test
166,page_02,content,1.0,test
167,page_02,content,1.0,test
168,page_02,content,1.0,test
169,page_02,content,1.0,test
170,page_02,non_content,0.0,test
171,page_02,non_content,0.0,test
172,page_02,non_content,0.0,test
173,page_02,non_content,0.0,test
174,page_02,content,1.0,test
175,page_02,content,1.0,test
176,page_02,content,1.0,test
177,page_02,content,1.0,test
178,page_02,content,1.0,test
179,page_02,content,1.0,test
180,page_02,content,1.0,test
181,page_02,content,1.0,test
182,page_02,content,1.0,test
183,page_02,content,1.0,test
184,page_02,content,1.0,test
185,page_02,content,1.0,test
186,page_02,content,1.0,test
187,page_02,content,1.0,test
188,page_02,content,1.0,test
189,page_02,content,1.0,test
190,page_02,content,1.0,test
191,page_02,content,1.0,test
192,page_02,content,1.0,test
193,page_02,content,1.0,test
194,page_02,content,1.0,test
195,page_02,content,1.0,test
196,page_02,content,1.0,test
197,page_02,content,1.0,test
198,page_02,content,1.0,test
199,page_02,content,1.0,test
200,page_02,content,1.0,test
201,page_02,content,1.0,test
202,page_02,content,1.0,test
203,page_02,content,1.0,test
204,page_02,content,1.0,test
205,page_02,content,1.0,test
206,page_02,content,1.0,test
207,page_02,content,1.0,test
208,page_02,content,1.0,test
209,page_02,content,1.0,test
210,page_02,content,1.0,test
211,page_02,content,1.0,test
212,page_02,content,1.0,test
213,page_02,content,1.0,test
214,page_02,content,1.0,test
215,page_02,content,1.0,test
216,page_02,content,1.0,test
217,page_02,content,1.0,test
218,page_02,content,1.0,test
219,page_02,content,1.0,test
220,page_02,content,1.0,test
221,page_02,content,1.0,test
222,page_02,content,1.0,test
223,page_02,content,1.0,test
224,page_02,content,1.0,test
225,page_02,content,1.0,test
226,page_02,content,1.0,test
227,page_02,content,1.0,test
228,page_02,content,1.0,test
229,page_02,content,1.0,test
230,page_02,content,1.0,test
231,page_02,content,1.0,test
232,page_02,content,1.0,test
233,page_02,content,1.0,test
234,page_02,content,1.0,test
235,page_02,content,1.0,test
236,page_02,content,1.0,test
237,page_02,content,1.0,test
238,page_02,content,1.0,test
239,page_02,content,1.0,test
240,page_02,content,1.0,test
241,page_02,content,1.0,test
242,page_02,content,1.0,test
243,page_02,content,1.0,test
244,page_02,content,1.0,test
245,page_02,non_content,0.0,test
246,page_02,non_content,0.0,test
247,page_02,non_content,0.0,test
248,page_02,non_content,0.0,test
249,page_02,non_content,0.0,test
250,page_02,non_content,0.0,test
251,page_02,non_content,0.0,test
252,page_02,non_content,0.0,test
253,page_02,non_content,0.0,test
254,page_02,non_content,0.0,test
255,page_02,content,1.0,test
256,page_02,content,1.0,test
257,page_02,content,1.0,test
258,page_02,content,1.0,test
259,page_02,content,1.0,test
260,page_02,content,1.0,test
261,page_02,content,1.0,test
262,page_02,content,1.0,test
263,page_02,content,1.0,test
264,page_02,content,1.0,test
265,page_02,content,1.0,test
266,page_02,content,1.0,test
267,page_02,content,1.0,test
268,page_02,content,1.0,test
269,page_02,content,1.0,test
270,page_02,content,1.0,test
271,page_02,content,1.0,test
272,page_02,content,1.0,test
273,page_02,content,1.0,test
274,page_02,content,1.0,test
275,page_02,content,1.0,test
276,page_02,content,1.0,test
277,page_02,content,1.0,test
278,page_02,content,1.0,test
279,page_02,content,1.0,test
280,page_02,content,1.0,test
281,page_02,content,1.0,test
282,page_02,content,1.0,test
283,page_02,content,1.0,test
284,page_02,content,1.0,test
285,page_02,content,1.0,test
286,page_02,content,1.0,test
287,page_02,content,1.0,test
288,page_02,content,1.0,test
289,page_02,content,1.0,test
290,page_02,content,1.0,test
291,page_02,content,1.0,test
292,page_02,content,1.0,test
293,page_02,content,1.0,test
294,page_02,content,1.0,test
295,page_02,content,1.0,test
296,page_02,content,1.0,test
297,page_02,content,1.0,test
298,page_02,content,1.0,test
299,page_02,content,1.0,test
300,page_02,content,1.0,test
301,page_02,content,1.0,test
302,page_02,content,1.0,test
303,page_02,content,1.0,test
304,page_03,content,1.0,val
305,page_03,content,1.0,val
306,page_03,content,1.0,val
307,page_03,content,1.0,val
308,page_03,content,1.0,val
309,page_03,content,1.0,val
310,page_03,content,1.0,val
311,page_03,content,1.0,val
312,page_03,content,1.0,val
313,page_03,content,1.0,val
314,page_03,content,1.0,val
315,page_03,content,1.0,val
316,page_03,content,1.0,val
317,page_03,content,1.0,val
318,page_03,content,1.0,val
319,page_03,content,1.0,val
320,page_03,content,1.0,val
321,page_03,content,1.0,val
322,page_03,content,1.0,val
323,page_03,content,1.0,val
324,page_04,content,1.0,train
325,page_04,content,1.0,train
326,page_04,content,1.0,train
327,page_04,content,1.0,train
328,page_04,content,1.0,train
329,page_04,content,1.0,train
330,page_04,content,1.0,train
331,page_04,content,1.0,train
332,page_04,content,1.0,train
333,page_04,content,1.0,train
334,page_04,content,1.0,train
335,page_05,content,1.0,train
336,page_05,content,1.0,train
337,page_05,content,1.0,train
338,page_05,content,1.0,train
339,page_05,content,1.0,train
340,page_05,content,1.0,train
341,page_05,content,1.0,train
342,page_05,content,1.0,train
343,page_05,content,1.0,train
344,page_05,content,1.0,train
345,page_05,non_content,0.0,train
346,page_05,non_content,0.0,train
347,page_05,non_content,0.0,train
348,page_05,content,1.0,train
349,page_05,non_content,0.0,train
350,page_05,non_content,0.0,train
351,page_05,non_content,0.0,train
352,page_05,non_content,0.0,train
353,page_05,non_content,0.0,train
354,page_05,content,1.0,train
355,page_05,content,1.0,train
356,page_05,content,1.0,train
357,page_05,content,1.0,train
358,page_05,content,1.0,train
359,page_05,content,1.0,train
360,page_05,content,1.0,train
361,page_05,content,1.0,train
362,page_05,content,1.0,train
363,page_05,content,1.0,train
364,page_05,content,1.0,train
365,page_05,content,1.0,train
366,page_05,content,1.0,train
367,page_05,content,1.0,train
368,page_05,content,1.0,train
369,page_05,content,1.0,train
370,page_05,content,1.0,train
371,page_05,content,1.0,train
372,page_05,content,1.0,train
373,page_05,content,1.0,train
374,page_05,content,1.0,train
375,page_05,content,1.0,train
376,page_05,content,1.0,train
377,page_05,content,1.0,train
378,page_05,content,1.0,train
379,page_05,content,1.0,train
380,page_05,content,1.0,train
381,page_05,content,1.0,train
382,page_05,content,1.0,train
383,page_05,content,1.0,train
384,page_05,content,1.0,train
385,page_05,content,1.0,train
386,page_05,content,1.0,train
387,page_05,content,1.0,train
388,page_05,content,1.0,train
389,page_05,content,1.0,train
390,page_05,content,1.0,train
391,page_05,content,1.0,train
392,page_05,content,1.0,train
393,page_05,content,1.0,train
394,page_05,content,1.0,train
395,page_05,content,1.0,train
396,page_05,content,1.0,train
397,page_05,content,1.0,train
398,page_05,content,1.0,train
399,page_05,content,1.0,train
400,page_05,content,1.0,train
401,page_05,content,1.0,train
402,page_05,content,1.0,train
403,page_05,content,1.0,train
404,page_05,content,1.0,train
405,page_05,content,1.0,train
406,page_05,content,1.0,train
407,page_05,content,1.0,train
408,page_05,content,1.0,train
409,page_05,content,1.0,train
410,page_05,content,1.0,train
411,page_05,content,1.0,train
412,page_05,content,1.0,train
413,page_05,content,1.0,train
414,page_05,content,1.0,train
415,page_05,content,1.0,train
416,page_05,content,1.0,train
417,page_05,content,1.0,train
418,page_05,content,1.0,train
419,page_05,content,1.0,train
420,page_05,content,1.0,train
421,page_05,content,1.0,train
422,page_05,content,1.0,train
423,page_05,content,1.0,train
424,page_05,content,1.0,train
425,page_05,content,1.0,train
426,page_05,content,1.0,train
427,page_05,content,1.0,train
428,page_05,content,1.0,train
429,page_05,content,1.0,train
430,page_05,content,1.0,train
431,page_05,content,1.0,train
432,page_05,content,1.0,train
433,page_05,content,1.0,train
434,page_05,non_content,0.0,train
435,page_05,non_content,0.0,train
436,page_05,non_content,0.0,train
437,page_05,non_content,0.0,train
438,page_05,non_content,0.0,train
439,page_05,non_content,0.0,train
440,page_05,non_content,0.0,train
441,page_05,non_content,0.0,train
442,page_05,non_content,0.0,train
443,page_05,non_content,0.0,train
444,page_05,non_content,0.0,train
445,page_05,non_content,0.0,train
446,page_05,content,1.0,train
447,page_05,content,1.0,train
448,page_05,content,1.0,train
449,page_05,content,1.0,train
450,page_05,content,1.0,train
451,page_05,content,1.0,train
452,page_05,non_content,0.0,train
453,page_05,non_content,0.0,train
454,page_05,non_content,0.0,train
455,page_05,non_content,0.0,train
456,page_05,non_content,0.0,train
457,page_05,non_content,0.0,train
458,page_05,non_content,0.0,train
459,page_05,non_content,0.0,train
460,page_05,non_content,0.0,train
461,page_05,non_content,0.0,train
462,page_05,non_content,0.0,train
463,page_05,non_content,0.0,train
464,page_05,non_content,0.0,train
465,page_05,non_content,0.0,train
466,page_05,non_content,0.0,train
467,page_05,non_content,0.0,train
468,page_05,non_content,0.0,train
469,page_05,non_content,0.0,train
470,page_05,non_content,0.0,train
471,page_05,non_content,0.0,train
472,page_05,non_content,0.0,train
473,page_05,non_content,0.0,train
474,page_05,non_content,0.0,train
475,page_05,non_content,0.0,train
476,page_05,non_content,0.0,train
477,page_05,non_content,0.0,train
478,page_05,non_content,0.0,train
479,page_05,non_content,0.0,train
480,page_05,non_content,0.0,train
481,page_05,non_content,0.0,train
482,page_05,non_content,0.0,train
483,page_05,non_content,0.0,train
484,page_05,non_content,0.0,train
485,page_05,non_content,0.0,train
486,page_05,non_content,0.0,train
487,page_05,non_content,0.0,train
488,page_05,non_content,0.0,train
489,page_05,non_content,0.0,train
490,page_05,non_content,0.0,train
491,page_05,non_content,0.0,train
492,page_05,non_content,0.0,train
493,page_05,non_content,0.0,train
494,page_06,content,1.0,train
495,page_06,content,1.0,train
496,page_06,content,1.0,train
497,page_06,content,1.0,train
498,page_06,content,1.0,train
499,page_06,non_content,0.0,train
500,page_07,content,1.0,train
501,page_07,content,1.0,train
502,page_07,content,1.0,train
503,page_07,content,1.0,train
504,page_07,content,1.0,train
505,page_07,content,1.0,train
506,page_07,non_content,0.0,train
507,page_07,non_content,0.0,train
508,page_07,non_content,0.0,train
509,page_07,non_content,0.0,train
510,page_07,non_content,0.0,train
511,page_07,non_content,0.0,train
512,page_07,non_content,0.0,train
513,page_07,non_content,0.0,train
514,page_07,non_content,0.0,train
515,page_07,non_content,0.0,train
516,page_07,non_content,0.0,train
517,page_07,non_content,0.0,train
518,page_07,non_content,0.0,train
519,page_07,non_content,0.0,train
520,page_07,non_content,0.0,train
521,page_07,non_content,0.0,train
522,page_07,non_content,0.0,train
523,page_07,non_content,0.0,train
524,page_07,non_content,0.0,train
525,page_07,non_content,0.0,train
526,page_08,content,1.0,test
527,page_08,content,1.0,test
528,page_08,content,1.0,test
529,page_08,non_content,0.0,test
530,page_08,non_content,0.0,test
531,page_08,non_content,0.0,test
532,page_08,non_content,0.0,test
533,page_08,non_content,0.0,test
534,page_08,non_content,0.0,test
535,page_08,non_content,0.0,test
536,page_08,content,1.0,test
537,page_08,content,1.0,test
538,page_08,content,1.0,test
539,page_08,content,1.0,test
540,page_08,content,1.0,test
541,page_08,content,1.0,test
542,page_08,content,1.0,test
543,page_08,content,1.0,test
544,page_08,content,1.0,test
545,page_08,content,1.0,test
546,page_08,content,1.0,test
547,page_08,content,1.0,test
548,page_08,content,1.0,test
549,page_08,content,1.0,test
550,page_08,content,1.0,test
551,page_08,content,1.0,test
552,page_08,content,1.0,test
553,page_08,content,1.0,test
554,page_08,content,1.0,test
555,page_08,content,1.0,test
556,page_08,non_content,0.0,test
557,page_08,non_content,0.0,test
558,page_08,non_content,0.0,test
559,page_08,non_content,0.0,test
560,page_08,non_content,0.0,test
561,page_08,non_content,0.0,test
562,page_08,non_content,0.0,test
563,page_08,non_content,0.0,test
564,page_08,non_content,0.0,test
565,page_08,non_content,0.0,test
566,page_08,non_content,0.0,test
567,page_08,non_content,0.0,test
568,page_08,non_content,0.0,test
569,page_08,non_content,0.0,test
570,page_08,non_content,0.0,test
571,page_08,non_content,0.0,test
572,page_08,non_content,0.0,test
573,page_08,non_content,0.0,test
574,page_08,non_content,0.0,test
575,page_08,non_content,0.0,test
576,page_08,non_content,0.0,test
577,page_08,non_content,0.0,test
578,page_08,non_content,0.0,test
579,page_08,non_content,0.0,test
580,page_08,non_content,0.0,test
581,page_08,non_content,0.0,test
582,page_08,non_content,0.0,test
583,page_08,non_content,0.0,test
584,page_08,non_content,0.0,test
585,page_08,non_content,0.0,test
586,page_08,non_content,0.0,test
587,page_08,non_content,0.0,test
588,page_08,non_content,0.0,test
589,page_08,non_content,0.0,test
590,page_08,non_content,0.0,test
591,page_08,non_content,0.0,test
592,page_08,non_content,0.0,test
593,page_08,non_content,0.0,test
594,page_08,non_content,0.0,test
595,page_08,non_content,0.0,test
596,page_08,non_content,0.0,test
597,page_08,non_content,0.0,test
598,page_08,non_content,0.0,test
599,page_08,non_content,0.0,test
600,page_08,non_content,0.0,test
601,page_08,non_content,0.0,test
602,page_08,non_content,0.0,test
603,page_08,non_content,0.0,test
604,page_08,non_content,0.0,test
605,page_08,non_content,0.0,test
606,page_08,non_content,0.0,test
607,page_08,non_content,0.0,test
608,page_08,non_content,0.0,test
609,page_08,non_content,0.0,test
610,page_09,non_content,0.0,train
611,page_09,non_content,0.0,train
612,page_09,non_content,0.0,train
613,page_09,non_content,0.0,train
614,page_09,non_content,0.0,train
615,page_09,non_content,0.0,train
616,page_09,non_content,0.0,train
617,page_09,content,1.0,train
618,page_09,content,1.0,train
619,page_09,content,1.0,train
620,page_09,content,1.0,train
621,page_09,content,1.0,train
622,page_09,content,1.0,train
623,page_09,content,1.0,train
624,page_09,content,1.0,train
625,page_09,content,1.0,train
626,page_09,content,1.0,train
627,page_09,content,1.0,train
628,page_09,content,1.0,train
629,page_09,content,1.0,train
630,page_09,content,1.0,train
631,page_09,content,1.0,train
632,page_09,content,1.0,train
633,page_09,content,1.0,train
634,page_09,content,1.0,train
635,page_09,content,1.0,train
636,page_09,content,1.0,train
637,page_09,content,1.0,train
638,page_09,content,1.0,train
639,page_09,content,1.0,train
640,page_09,content,1.0,train
641,page_09,content,1.0,train
642,page_09,content,1.0,train
643,page_09,content,1.0,train
644,page_09,content,1.0,train
645,page_09,content,1.0,train
646,page_09,content,1.0,train
647,page_09,content,1.0,train
648,page_09,content,1.0,train
649,page_09,content,1.0,train
